template_id,day_index,day_name,day_focus,exercise_order,exercise_id,exercise_name,movement_pattern,primary_muscles,equipment,role,sets,reps_min,reps_max,target_rir,rest_seconds,required,notes
forge_general_fitness_beginner_gym_3d_v1,1,Full Body A,Temel,1,goblet_squat,Goblet Squat,squat,quads,dumbbell,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,1,Full Body A,Temel,2,machine_chest_press,Machine Chest Press,horizontal_push,"chest,triceps",machine,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,1,Full Body A,Temel,3,lat_pulldown,Lat Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,1,Full Body A,Temel,4,dumbbell_rdl,Dumbbell Romanian Deadlift,hinge,"hamstrings,glutes",dumbbell,secondary_compound,2,10,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,1,Full Body A,Temel,5,farmer_carry,Farmer Carry,loaded_carry,"grip,core",dumbbell_or_kettlebell,conditioning,3,30,45,3,75,false,metre veya saniye
forge_general_fitness_beginner_gym_3d_v1,2,Full Body B,Temel,1,leg_press,Leg Press,squat,quads,machine,secondary_compound,3,10,15,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,2,Full Body B,Temel,2,dumbbell_shoulder_press,Dumbbell Shoulder Press,vertical_push,"front_delts,triceps","dumbbell,bench",secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,2,Full Body B,Temel,3,seated_cable_row,Seated Cable Row,horizontal_pull,"upper_back,lats,biceps",cable,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,2,Full Body B,Temel,4,hip_thrust,Barbell Hip Thrust,hinge,glutes,"barbell,bench",secondary_compound,2,10,15,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,2,Full Body B,Temel,5,pallof_press,Pallof Press,anti_rotation,core,cable_or_band,core,3,10,15,3,60,false,
forge_general_fitness_beginner_gym_3d_v1,3,Full Body C,Temel,1,reverse_lunge,Reverse Lunge,lunge,"quads,glutes",dumbbell,accessory_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,3,Full Body C,Temel,2,dumbbell_bench_press,Dumbbell Bench Press,horizontal_push,"chest,triceps","dumbbell,bench",secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,3,Full Body C,Temel,3,neutral_grip_pulldown,Neutral-Grip Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_3d_v1,3,Full Body C,Temel,4,leg_curl,Leg Curl,knee_flexion,hamstrings,machine,isolation,2,10,15,3,90,false,
forge_general_fitness_beginner_gym_3d_v1,3,Full Body C,Temel,5,incline_walk,Incline Treadmill Walk,conditioning,cardio,treadmill,conditioning,1,10,20,3,60,false,dakika
forge_general_fitness_beginner_gym_4d_v1,1,Upper A,Üst Vücut,1,machine_chest_press,Machine Chest Press,horizontal_push,"chest,triceps",machine,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,1,Upper A,Üst Vücut,2,lat_pulldown,Lat Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,1,Upper A,Üst Vücut,3,dumbbell_shoulder_press,Dumbbell Shoulder Press,vertical_push,"front_delts,triceps","dumbbell,bench",secondary_compound,2,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,1,Upper A,Üst Vücut,4,seated_cable_row,Seated Cable Row,horizontal_pull,"upper_back,lats,biceps",cable,secondary_compound,2,10,15,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,1,Upper A,Üst Vücut,5,plank,Plank,anti_extension,core,bodyweight,core,3,30,45,3,60,false,saniye
forge_general_fitness_beginner_gym_4d_v1,2,Lower A,Alt Vücut,1,leg_press,Leg Press,squat,quads,machine,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,2,Lower A,Alt Vücut,2,dumbbell_rdl,Dumbbell Romanian Deadlift,hinge,"hamstrings,glutes",dumbbell,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,2,Lower A,Alt Vücut,3,reverse_lunge,Reverse Lunge,lunge,"quads,glutes",dumbbell,accessory_compound,2,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,2,Lower A,Alt Vücut,4,standing_calf_raise,Standing Calf Raise,calf_raise,calves,machine,isolation,3,10,15,2,75,false,
forge_general_fitness_beginner_gym_4d_v1,3,Upper B,Üst Vücut,1,dumbbell_bench_press,Dumbbell Bench Press,horizontal_push,"chest,triceps","dumbbell,bench",secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,3,Upper B,Üst Vücut,2,chest_supported_row,Chest-Supported Row,horizontal_pull,"upper_back,lats,biceps",machine_or_dumbbell,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,3,Upper B,Üst Vücut,3,assisted_pull_up,Assisted Pull-Up,vertical_pull,"lats,biceps",assisted_machine,secondary_compound,2,6,10,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,3,Upper B,Üst Vücut,4,lateral_raise,Dumbbell Lateral Raise,shoulder_abduction,side_delts,dumbbell,isolation,2,12,18,2,75,false,
forge_general_fitness_beginner_gym_4d_v1,3,Upper B,Üst Vücut,5,pallof_press,Pallof Press,anti_rotation,core,cable_or_band,core,3,10,15,3,60,false,
forge_general_fitness_beginner_gym_4d_v1,4,Lower B,Alt Vücut,1,goblet_squat,Goblet Squat,squat,quads,dumbbell,secondary_compound,3,10,15,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,4,Lower B,Alt Vücut,2,hip_thrust,Barbell Hip Thrust,hinge,glutes,"barbell,bench",secondary_compound,3,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,4,Lower B,Alt Vücut,3,leg_curl,Leg Curl,knee_flexion,hamstrings,machine,isolation,2,10,15,3,90,false,
forge_general_fitness_beginner_gym_4d_v1,4,Lower B,Alt Vücut,4,step_up,Step Up,lunge,"quads,glutes","dumbbell,bench",accessory_compound,2,8,12,3,120,false,
forge_general_fitness_beginner_gym_4d_v1,4,Lower B,Alt Vücut,5,incline_walk,Incline Treadmill Walk,conditioning,cardio,treadmill,conditioning,1,10,15,3,60,false,dakika
forge_general_fitness_dumbbell_beginner_3d_v1,1,Dumbbell A,Full Body,1,goblet_squat,Goblet Squat,squat,quads,dumbbell,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,1,Dumbbell A,Full Body,2,dumbbell_bench_press,Dumbbell Bench Press,horizontal_push,"chest,triceps","dumbbell,bench",secondary_compound,3,8,12,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,1,Dumbbell A,Full Body,3,one_arm_dumbbell_row,One-Arm Dumbbell Row,horizontal_pull,"lats,upper_back,biceps","dumbbell,bench",secondary_compound,3,8,12,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,1,Dumbbell A,Full Body,4,dumbbell_rdl,Dumbbell Romanian Deadlift,hinge,"hamstrings,glutes",dumbbell,secondary_compound,3,8,12,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,1,Dumbbell A,Full Body,5,lateral_raise,Dumbbell Lateral Raise,shoulder_abduction,side_delts,dumbbell,isolation,2,12,18,2,75,false,
forge_general_fitness_dumbbell_beginner_3d_v1,2,Dumbbell B,Full Body,1,bulgarian_split_squat,Bulgarian Split Squat,lunge,"quads,glutes","dumbbell,bench",accessory_compound,3,8,12,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,2,Dumbbell B,Full Body,2,dumbbell_shoulder_press,Dumbbell Shoulder Press,vertical_push,"front_delts,triceps","dumbbell,bench",secondary_compound,3,8,12,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,2,Dumbbell B,Full Body,3,one_arm_dumbbell_row,One-Arm Dumbbell Row,horizontal_pull,"lats,upper_back,biceps","dumbbell,bench",secondary_compound,3,10,15,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,2,Dumbbell B,Full Body,4,single_leg_glute_bridge,Single-Leg Glute Bridge,hinge,"glutes,hamstrings",bodyweight,accessory_compound,3,10,15,3,90,false,
forge_general_fitness_dumbbell_beginner_3d_v1,2,Dumbbell B,Full Body,5,dead_bug,Dead Bug,anti_extension,core,bodyweight,core,3,8,12,3,60,false,
forge_general_fitness_dumbbell_beginner_3d_v1,3,Dumbbell C,Full Body,1,incline_dumbbell_press,Incline Dumbbell Press,incline_push,"upper_chest,triceps,front_delts","dumbbell,incline_bench",secondary_compound,3,8,12,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,3,Dumbbell C,Full Body,2,dumbbell_rdl,Dumbbell Romanian Deadlift,hinge,"hamstrings,glutes",dumbbell,secondary_compound,3,10,15,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,3,Dumbbell C,Full Body,3,reverse_lunge,Reverse Lunge,lunge,"quads,glutes",dumbbell,accessory_compound,3,8,12,3,120,false,
forge_general_fitness_dumbbell_beginner_3d_v1,3,Dumbbell C,Full Body,4,one_arm_dumbbell_row,One-Arm Dumbbell Row,horizontal_pull,"upper_back,lats,biceps","dumbbell,bench",accessory_compound,3,8,12,2,90,false,Added to restore full-body pulling balance.
forge_general_fitness_dumbbell_beginner_3d_v1,3,Dumbbell C,Full Body,5,overhead_triceps_extension,Overhead Triceps Extension,elbow_extension,triceps,cable_or_dumbbell,isolation,2,10,15,2,75,false,
forge_general_fitness_dumbbell_beginner_3d_v1,3,Dumbbell C,Full Body,6,farmer_carry,Farmer Carry,loaded_carry,"grip,core",dumbbell_or_kettlebell,conditioning,3,30,45,3,75,false,metre veya saniye
forge_general_fitness_intermediate_3d_v1,1,Strength Base,Squat/Push/Pull,1,back_squat,Back Squat,squat,quads,"barbell,rack",main_lift,3,5,8,3,180,false,
forge_general_fitness_intermediate_3d_v1,1,Strength Base,Squat/Push/Pull,2,dumbbell_bench_press,Dumbbell Bench Press,horizontal_push,"chest,triceps","dumbbell,bench",secondary_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_3d_v1,1,Strength Base,Squat/Push/Pull,3,pull_up,Pull-Up,vertical_pull,"lats,biceps",pullup_bar,secondary_compound,3,6,10,2,150,false,
forge_general_fitness_intermediate_3d_v1,1,Strength Base,Squat/Push/Pull,4,romanian_deadlift,Romanian Deadlift,hinge,"hamstrings,glutes",barbell,secondary_compound,3,8,10,2,150,false,
forge_general_fitness_intermediate_3d_v1,1,Strength Base,Squat/Push/Pull,5,farmer_carry,Farmer Carry,loaded_carry,"grip,core",dumbbell_or_kettlebell,conditioning,4,30,45,2,75,false,metre veya saniye
forge_general_fitness_intermediate_3d_v1,2,Unilateral + Core,Tek Taraflı,1,bulgarian_split_squat,Bulgarian Split Squat,lunge,"quads,glutes","dumbbell,bench",accessory_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_3d_v1,2,Unilateral + Core,Tek Taraflı,2,overhead_press,Barbell Overhead Press,vertical_push,"front_delts,triceps","barbell,rack",main_lift,3,6,10,3,150,false,
forge_general_fitness_intermediate_3d_v1,2,Unilateral + Core,Tek Taraflı,3,seated_cable_row,Seated Cable Row,horizontal_pull,"upper_back,lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_3d_v1,2,Unilateral + Core,Tek Taraflı,4,hip_thrust,Barbell Hip Thrust,hinge,glutes,"barbell,bench",secondary_compound,3,8,12,2,150,false,
forge_general_fitness_intermediate_3d_v1,2,Unilateral + Core,Tek Taraflı,5,pallof_press,Pallof Press,anti_rotation,core,cable_or_band,core,3,10,15,2,60,false,
forge_general_fitness_intermediate_3d_v1,2,Unilateral + Core,Tek Taraflı,6,bike_intervals,Stationary Bike Intervals,conditioning,cardio,stationary_bike,conditioning,1,8,12,3,60,false,dakika
forge_general_fitness_intermediate_3d_v1,3,Mixed,Full Body,1,trap_bar_deadlift,Trap Bar Deadlift,hinge,"glutes,quads,hamstrings",trap_bar,main_lift,3,4,6,3,180,false,
forge_general_fitness_intermediate_3d_v1,3,Mixed,Full Body,2,incline_dumbbell_press,Incline Dumbbell Press,incline_push,"upper_chest,triceps,front_delts","dumbbell,incline_bench",secondary_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_3d_v1,3,Mixed,Full Body,3,lat_pulldown,Lat Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_3d_v1,3,Mixed,Full Body,4,step_up,Step Up,lunge,"quads,glutes","dumbbell,bench",accessory_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_3d_v1,3,Mixed,Full Body,5,ab_wheel,Ab Wheel Rollout,anti_extension,core,ab_wheel,core,3,6,12,2,75,false,
forge_general_fitness_intermediate_3d_v1,3,Mixed,Full Body,6,incline_walk,Incline Treadmill Walk,conditioning,cardio,treadmill,conditioning,1,10,15,3,60,false,dakika
forge_general_fitness_intermediate_4d_v1,1,Upper A,Upper,1,bench_press,Barbell Bench Press,horizontal_push,"chest,triceps,front_delts","barbell,bench,rack",main_lift,3,5,8,3,150,false,
forge_general_fitness_intermediate_4d_v1,1,Upper A,Upper,2,barbell_row,Barbell Row,horizontal_pull,"upper_back,lats,biceps",barbell,secondary_compound,3,6,10,3,150,false,
forge_general_fitness_intermediate_4d_v1,1,Upper A,Upper,3,overhead_press,Barbell Overhead Press,vertical_push,"front_delts,triceps","barbell,rack",main_lift,2,8,10,3,120,false,
forge_general_fitness_intermediate_4d_v1,1,Upper A,Upper,4,lat_pulldown,Lat Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_4d_v1,1,Upper A,Upper,5,farmer_carry,Farmer Carry,loaded_carry,"grip,core",dumbbell_or_kettlebell,conditioning,3,30,45,2,75,false,metre veya saniye
forge_general_fitness_intermediate_4d_v1,2,Lower A,Lower,1,back_squat,Back Squat,squat,quads,"barbell,rack",main_lift,3,5,8,3,180,false,
forge_general_fitness_intermediate_4d_v1,2,Lower A,Lower,2,romanian_deadlift,Romanian Deadlift,hinge,"hamstrings,glutes",barbell,secondary_compound,3,8,10,3,150,false,
forge_general_fitness_intermediate_4d_v1,2,Lower A,Lower,3,reverse_lunge,Reverse Lunge,lunge,"quads,glutes",dumbbell,accessory_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_4d_v1,2,Lower A,Lower,4,standing_calf_raise,Standing Calf Raise,calf_raise,calves,machine,isolation,3,10,15,2,75,false,
forge_general_fitness_intermediate_4d_v1,2,Lower A,Lower,5,plank,Plank,anti_extension,core,bodyweight,core,3,30,60,2,60,false,saniye
forge_general_fitness_intermediate_4d_v1,3,Upper B,Upper,1,incline_dumbbell_press,Incline Dumbbell Press,incline_push,"upper_chest,triceps,front_delts","dumbbell,incline_bench",secondary_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_4d_v1,3,Upper B,Upper,2,pull_up,Pull-Up,vertical_pull,"lats,biceps",pullup_bar,secondary_compound,3,6,10,2,150,false,
forge_general_fitness_intermediate_4d_v1,3,Upper B,Upper,3,chest_supported_row,Chest-Supported Row,horizontal_pull,"upper_back,lats,biceps",machine_or_dumbbell,secondary_compound,3,8,12,2,120,false,
forge_general_fitness_intermediate_4d_v1,3,Upper B,Upper,4,lateral_raise,Dumbbell Lateral Raise,shoulder_abduction,side_delts,dumbbell,isolation,3,12,18,2,75,false,
forge_general_fitness_intermediate_4d_v1,3,Upper B,Upper,5,bike_intervals,Stationary Bike Intervals,conditioning,cardio,stationary_bike,conditioning,1,8,12,3,60,false,dakika
forge_general_fitness_intermediate_4d_v1,4,Lower B,Lower,1,trap_bar_deadlift,Trap Bar Deadlift,hinge,"glutes,quads,hamstrings",trap_bar,main_lift,3,4,6,3,180,false,
forge_general_fitness_intermediate_4d_v1,4,Lower B,Lower,2,goblet_squat,Goblet Squat,squat,quads,dumbbell,secondary_compound,3,10,15,2,120,false,
forge_general_fitness_intermediate_4d_v1,4,Lower B,Lower,3,hip_thrust,Barbell Hip Thrust,hinge,glutes,"barbell,bench",secondary_compound,3,8,12,2,150,false,
forge_general_fitness_intermediate_4d_v1,4,Lower B,Lower,4,leg_curl,Leg Curl,knee_flexion,hamstrings,machine,isolation,3,10,15,2,90,false,
forge_general_fitness_intermediate_4d_v1,4,Lower B,Lower,5,pallof_press,Pallof Press,anti_rotation,core,cable_or_band,core,3,10,15,2,60,false,
forge_home_band_beginner_3d_v1,1,Band A,Full Body,1,bodyweight_squat,Bodyweight Squat,squat,"quads,glutes",bodyweight,secondary_compound,4,12,20,2,75,false,
forge_home_band_beginner_3d_v1,1,Band A,Full Body,2,push_up,Push-Up,horizontal_push,"chest,triceps",bodyweight,accessory_compound,4,6,15,2,90,false,
forge_home_band_beginner_3d_v1,1,Band A,Full Body,3,band_row,Resistance-Band Row,horizontal_pull,"upper_back,lats,biceps",resistance_band,accessory_compound,4,10,20,2,90,false,
forge_home_band_beginner_3d_v1,1,Band A,Full Body,4,single_leg_glute_bridge,Single-Leg Glute Bridge,hinge,"glutes,hamstrings",bodyweight,accessory_compound,3,10,20,2,75,false,
forge_home_band_beginner_3d_v1,1,Band A,Full Body,5,dead_bug,Dead Bug,anti_extension,core,bodyweight,core,3,8,15,2,60,false,
forge_home_band_beginner_3d_v1,2,Band B,Full Body,1,split_squat,Split Squat,lunge,"quads,glutes",bodyweight,accessory_compound,3,8,15,2,90,false,
forge_home_band_beginner_3d_v1,2,Band B,Full Body,2,pike_push_up,Pike Push-Up,vertical_push,"front_delts,triceps",bodyweight,accessory_compound,3,6,12,2,90,false,
forge_home_band_beginner_3d_v1,2,Band B,Full Body,3,band_pulldown,Resistance-Band Pulldown,vertical_pull,"lats,biceps",resistance_band,accessory_compound,4,10,20,2,90,false,
forge_home_band_beginner_3d_v1,2,Band B,Full Body,4,single_leg_glute_bridge,Single-Leg Glute Bridge,hinge,"glutes,hamstrings",bodyweight,accessory_compound,4,10,20,2,75,false,
forge_home_band_beginner_3d_v1,2,Band B,Full Body,5,plank,Plank,anti_extension,core,bodyweight,core,3,30,60,2,60,false,saniye
forge_home_band_beginner_3d_v1,3,Band C,Full Body,1,reverse_lunge,Reverse Lunge,lunge,"quads,glutes",dumbbell,accessory_compound,4,8,15,2,90,false,
forge_home_band_beginner_3d_v1,3,Band C,Full Body,2,push_up,Push-Up,horizontal_push,"chest,triceps",bodyweight,accessory_compound,4,6,15,2,90,false,
forge_home_band_beginner_3d_v1,3,Band C,Full Body,3,band_row,Resistance-Band Row,horizontal_pull,"upper_back,lats,biceps",resistance_band,accessory_compound,4,10,20,2,90,false,
forge_home_band_beginner_3d_v1,3,Band C,Full Body,4,band_pulldown,Resistance-Band Pulldown,vertical_pull,"lats,biceps",resistance_band,accessory_compound,3,10,20,2,90,false,
forge_home_band_beginner_3d_v1,3,Band C,Full Body,5,pallof_press,Pallof Press,anti_rotation,core,cable_or_band,core,3,10,15,2,60,false,
forge_home_bodyweight_beginner_3d_v1,1,Home A,Full Body,1,bodyweight_squat,Bodyweight Squat,squat,"quads,glutes",bodyweight,secondary_compound,4,12,20,2,75,false,
forge_home_bodyweight_beginner_3d_v1,1,Home A,Full Body,2,push_up,Push-Up,horizontal_push,"chest,triceps",bodyweight,accessory_compound,4,6,15,2,90,false,
forge_home_bodyweight_beginner_3d_v1,1,Home A,Full Body,3,band_row,Resistance-Band Row,horizontal_pull,"upper_back,lats,biceps",resistance_band,accessory_compound,3,10,15,2,75,false,Added to restore realistic home pulling exposure with a band.
forge_home_bodyweight_beginner_3d_v1,1,Home A,Full Body,4,single_leg_glute_bridge,Single-Leg Glute Bridge,hinge,"glutes,hamstrings",bodyweight,accessory_compound,3,10,20,2,75,false,
forge_home_bodyweight_beginner_3d_v1,1,Home A,Full Body,5,plank,Plank,anti_extension,core,bodyweight,core,3,30,60,2,60,false,saniye
forge_home_bodyweight_beginner_3d_v1,2,Home B,Full Body,1,reverse_lunge,Reverse Lunge,lunge,"quads,glutes",dumbbell,accessory_compound,4,8,15,2,90,false,
forge_home_bodyweight_beginner_3d_v1,2,Home B,Full Body,2,pike_push_up,Pike Push-Up,vertical_push,"front_delts,triceps",bodyweight,accessory_compound,3,6,12,2,90,false,
forge_home_bodyweight_beginner_3d_v1,2,Home B,Full Body,3,single_leg_glute_bridge,Single-Leg Glute Bridge,hinge,"glutes,hamstrings",bodyweight,accessory_compound,4,10,20,2,75,false,
forge_home_bodyweight_beginner_3d_v1,2,Home B,Full Body,4,dead_bug,Dead Bug,anti_extension,core,bodyweight,core,3,8,15,2,60,false,
forge_home_bodyweight_beginner_3d_v1,2,Home B,Full Body,5,band_row,Resistance-Band Row,horizontal_pull,"upper_back,lats,biceps",resistance_band,accessory_compound,3,10,15,2,75,false,Replaced duplicate push-up with pulling work for home balance.
forge_home_bodyweight_beginner_3d_v1,3,Home C,Full Body,1,bodyweight_squat,Bodyweight Squat,squat,"quads,glutes",bodyweight,secondary_compound,4,15,25,2,75,false,
