template_id,day_index,day_name,day_focus,exercise_order,exercise_id,exercise_name,movement_pattern,primary_muscles,equipment,role,sets,reps_min,reps_max,target_rir,rest_seconds,required,notes
forge_home_bodyweight_beginner_3d_v1,3,Home C,Full Body,2,push_up,Push-Up,horizontal_push,"chest,triceps",bodyweight,accessory_compound,4,6,15,2,90,false,
forge_home_bodyweight_beginner_3d_v1,3,Home C,Full Body,3,band_row,Resistance-Band Row,horizontal_pull,"upper_back,lats,biceps",resistance_band,accessory_compound,3,10,15,2,75,false,Added to restore realistic home pulling exposure with a band.
forge_home_bodyweight_beginner_3d_v1,3,Home C,Full Body,4,single_leg_glute_bridge,Single-Leg Glute Bridge,hinge,"glutes,hamstrings",bodyweight,accessory_compound,3,10,20,2,75,false,Added to restore posterior-chain exposure on the full-body home day.
forge_home_bodyweight_beginner_3d_v1,3,Home C,Full Body,5,plank,Plank,anti_extension,core,bodyweight,core,3,30,60,2,60,false,saniye
forge_hypertrophy_bodypart_intermediate_5d_v1,1,Chest + Triceps,Göğüs,1,bench_press,Barbell Bench Press,horizontal_push,"chest,triceps,front_delts","barbell,bench,rack",main_lift,3,6,10,2,150,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,1,Chest + Triceps,Göğüs,2,incline_dumbbell_press,Incline Dumbbell Press,incline_push,"upper_chest,triceps,front_delts","dumbbell,incline_bench",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,1,Chest + Triceps,Göğüs,3,machine_chest_press,Machine Chest Press,horizontal_push,"chest,triceps",machine,secondary_compound,3,10,15,2,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,1,Chest + Triceps,Göğüs,4,cable_fly,Cable Fly,chest_adduction,chest,cable,isolation,3,12,18,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,1,Chest + Triceps,Göğüs,5,triceps_pushdown,Triceps Pushdown,elbow_extension,triceps,cable,isolation,3,10,15,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,1,Chest + Triceps,Göğüs,6,overhead_triceps_extension,Overhead Triceps Extension,elbow_extension,triceps,cable_or_dumbbell,isolation,3,10,15,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,2,Back + Biceps,Sırt,1,pull_up,Pull-Up,vertical_pull,"lats,biceps",pullup_bar,secondary_compound,3,6,10,2,150,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,2,Back + Biceps,Sırt,2,barbell_row,Barbell Row,horizontal_pull,"upper_back,lats,biceps",barbell,secondary_compound,3,6,10,2,150,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,2,Back + Biceps,Sırt,3,lat_pulldown,Lat Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,2,Back + Biceps,Sırt,4,seated_cable_row,Seated Cable Row,horizontal_pull,"upper_back,lats,biceps",cable,secondary_compound,3,10,15,2,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,2,Back + Biceps,Sırt,5,barbell_curl,Barbell Curl,elbow_flexion,biceps,barbell,isolation,3,8,12,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,2,Back + Biceps,Sırt,6,hammer_curl,Hammer Curl,elbow_flexion,"biceps,forearms",dumbbell,isolation,3,10,15,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,3,Legs,Bacak,1,back_squat,Back Squat,squat,quads,"barbell,rack",main_lift,3,6,10,2,180,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,3,Legs,Bacak,2,romanian_deadlift,Romanian Deadlift,hinge,"hamstrings,glutes",barbell,secondary_compound,3,6,10,2,180,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,3,Legs,Bacak,3,leg_press,Leg Press,squat,quads,machine,secondary_compound,3,10,15,1,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,3,Legs,Bacak,4,leg_curl,Leg Curl,knee_flexion,hamstrings,machine,isolation,3,10,15,1,90,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,3,Legs,Bacak,5,leg_extension,Leg Extension,knee_extension,quads,machine,isolation,3,12,18,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,3,Legs,Bacak,6,standing_calf_raise,Standing Calf Raise,calf_raise,calves,machine,isolation,4,8,15,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,4,Shoulders + Arms,Omuz,1,dumbbell_shoulder_press,Dumbbell Shoulder Press,vertical_push,"front_delts,triceps","dumbbell,bench",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,4,Shoulders + Arms,Omuz,2,lateral_raise,Dumbbell Lateral Raise,shoulder_abduction,side_delts,dumbbell,isolation,4,12,20,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,4,Shoulders + Arms,Omuz,3,reverse_pec_deck,Reverse Pec Deck,horizontal_abduction,"rear_delts,upper_back",machine,isolation,4,12,20,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,4,Shoulders + Arms,Omuz,4,incline_dumbbell_curl,Incline Dumbbell Curl,elbow_flexion,biceps,"dumbbell,incline_bench",isolation,2,10,15,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,4,Shoulders + Arms,Omuz,5,skull_crusher,Skull Crusher,elbow_extension,triceps,"ez_bar,bench",isolation,2,10,15,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,5,Upper Pump,İkincil Üst Vücut,1,incline_barbell_press,Incline Barbell Press,incline_push,"upper_chest,triceps,front_delts","barbell,incline_bench,rack",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,5,Upper Pump,İkincil Üst Vücut,2,chest_supported_row,Chest-Supported Row,horizontal_pull,"upper_back,lats,biceps",machine_or_dumbbell,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,5,Upper Pump,İkincil Üst Vücut,3,neutral_grip_pulldown,Neutral-Grip Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,10,15,2,120,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,5,Upper Pump,İkincil Üst Vücut,4,low_to_high_cable_fly,Low-to-High Cable Fly,chest_adduction,upper_chest,cable,isolation,2,12,18,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,5,Upper Pump,İkincil Üst Vücut,5,cable_lateral_raise,Cable Lateral Raise,shoulder_abduction,side_delts,cable,isolation,3,12,20,1,75,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,5,Upper Pump,İkincil Üst Vücut,6,triceps_pushdown,Triceps Pushdown,elbow_extension,triceps,cable,isolation,2,12,18,1,60,false,
forge_hypertrophy_bodypart_intermediate_5d_v1,5,Upper Pump,İkincil Üst Vücut,7,cable_curl,Cable Curl,elbow_flexion,biceps,cable,isolation,2,12,18,1,60,false,
forge_hypertrophy_fullbody_beginner_3d_v1,1,Full Body A,Quad + Chest,1,hack_squat,Hack Squat,squat,quads,machine,secondary_compound,3,6,10,2,150,false,
forge_hypertrophy_fullbody_beginner_3d_v1,1,Full Body A,Quad + Chest,2,incline_dumbbell_press,Incline Dumbbell Press,incline_push,"upper_chest,triceps,front_delts","dumbbell,incline_bench",secondary_compound,3,6,10,2,150,false,
forge_hypertrophy_fullbody_beginner_3d_v1,1,Full Body A,Quad + Chest,3,chest_supported_row,Chest-Supported Row,horizontal_pull,"upper_back,lats,biceps",machine_or_dumbbell,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_beginner_3d_v1,1,Full Body A,Quad + Chest,4,leg_curl,Leg Curl,knee_flexion,hamstrings,machine,isolation,3,10,15,2,90,false,
forge_hypertrophy_fullbody_beginner_3d_v1,1,Full Body A,Quad + Chest,5,lateral_raise,Dumbbell Lateral Raise,shoulder_abduction,side_delts,dumbbell,isolation,3,12,20,1,75,false,
forge_hypertrophy_fullbody_beginner_3d_v1,1,Full Body A,Quad + Chest,6,triceps_pushdown,Triceps Pushdown,elbow_extension,triceps,cable,isolation,2,10,15,1,75,false,
forge_hypertrophy_fullbody_beginner_3d_v1,2,Full Body B,Hinge + Back,1,romanian_deadlift,Romanian Deadlift,hinge,"hamstrings,glutes",barbell,secondary_compound,3,6,10,2,180,false,
forge_hypertrophy_fullbody_beginner_3d_v1,2,Full Body B,Hinge + Back,2,lat_pulldown,Lat Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_beginner_3d_v1,2,Full Body B,Hinge + Back,3,machine_chest_press,Machine Chest Press,horizontal_push,"chest,triceps",machine,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_beginner_3d_v1,2,Full Body B,Hinge + Back,4,bulgarian_split_squat,Bulgarian Split Squat,lunge,"quads,glutes","dumbbell,bench",accessory_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_beginner_3d_v1,2,Full Body B,Hinge + Back,5,reverse_pec_deck,Reverse Pec Deck,horizontal_abduction,"rear_delts,upper_back",machine,isolation,3,12,20,1,75,false,
forge_hypertrophy_fullbody_beginner_3d_v1,2,Full Body B,Hinge + Back,6,incline_dumbbell_curl,Incline Dumbbell Curl,elbow_flexion,biceps,"dumbbell,incline_bench",isolation,2,10,15,1,75,false,
forge_hypertrophy_fullbody_beginner_3d_v1,3,Full Body C,Balanced,1,leg_press,Leg Press,squat,quads,machine,secondary_compound,3,10,15,2,120,false,
forge_hypertrophy_fullbody_beginner_3d_v1,3,Full Body C,Balanced,2,dumbbell_bench_press,Dumbbell Bench Press,horizontal_push,"chest,triceps","dumbbell,bench",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_beginner_3d_v1,3,Full Body C,Balanced,3,seated_cable_row,Seated Cable Row,horizontal_pull,"upper_back,lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_beginner_3d_v1,3,Full Body C,Balanced,4,hip_thrust,Barbell Hip Thrust,hinge,glutes,"barbell,bench",secondary_compound,3,8,12,2,150,false,
forge_hypertrophy_fullbody_beginner_3d_v1,3,Full Body C,Balanced,5,cable_lateral_raise,Cable Lateral Raise,shoulder_abduction,side_delts,cable,isolation,3,12,20,1,75,false,
forge_hypertrophy_fullbody_beginner_3d_v1,3,Full Body C,Balanced,6,overhead_triceps_extension,Overhead Triceps Extension,elbow_extension,triceps,cable_or_dumbbell,isolation,2,10,15,1,75,false,
forge_hypertrophy_fullbody_beginner_3d_v1,3,Full Body C,Balanced,7,hammer_curl,Hammer Curl,elbow_flexion,"biceps,forearms",dumbbell,isolation,2,10,15,1,75,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,1,Full Body A,Quad + Chest,1,hack_squat,Hack Squat,squat,quads,machine,secondary_compound,3,6,10,2,150,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,1,Full Body A,Quad + Chest,2,incline_dumbbell_press,Incline Dumbbell Press,incline_push,"upper_chest,triceps,front_delts","dumbbell,incline_bench",secondary_compound,3,6,10,2,150,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,1,Full Body A,Quad + Chest,3,chest_supported_row,Chest-Supported Row,horizontal_pull,"upper_back,lats,biceps",machine_or_dumbbell,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,1,Full Body A,Quad + Chest,4,leg_curl,Leg Curl,knee_flexion,hamstrings,machine,isolation,3,10,15,2,90,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,1,Full Body A,Quad + Chest,5,lateral_raise,Dumbbell Lateral Raise,shoulder_abduction,side_delts,dumbbell,isolation,3,12,20,1,75,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,1,Full Body A,Quad + Chest,6,triceps_pushdown,Triceps Pushdown,elbow_extension,triceps,cable,isolation,2,10,15,1,75,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,2,Full Body B,Hinge + Back,1,romanian_deadlift,Romanian Deadlift,hinge,"hamstrings,glutes",barbell,secondary_compound,3,6,10,2,180,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,2,Full Body B,Hinge + Back,2,lat_pulldown,Lat Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,2,Full Body B,Hinge + Back,3,machine_chest_press,Machine Chest Press,horizontal_push,"chest,triceps",machine,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,2,Full Body B,Hinge + Back,4,bulgarian_split_squat,Bulgarian Split Squat,lunge,"quads,glutes","dumbbell,bench",accessory_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,2,Full Body B,Hinge + Back,5,reverse_pec_deck,Reverse Pec Deck,horizontal_abduction,"rear_delts,upper_back",machine,isolation,3,12,20,1,75,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,2,Full Body B,Hinge + Back,6,incline_dumbbell_curl,Incline Dumbbell Curl,elbow_flexion,biceps,"dumbbell,incline_bench",isolation,2,10,15,1,75,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,3,Full Body C,Balanced,1,leg_press,Leg Press,squat,quads,machine,secondary_compound,3,10,15,2,120,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,3,Full Body C,Balanced,2,dumbbell_bench_press,Dumbbell Bench Press,horizontal_push,"chest,triceps","dumbbell,bench",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,3,Full Body C,Balanced,3,seated_cable_row,Seated Cable Row,horizontal_pull,"upper_back,lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,3,Full Body C,Balanced,4,hip_thrust,Barbell Hip Thrust,hinge,glutes,"barbell,bench",secondary_compound,3,8,12,2,150,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,3,Full Body C,Balanced,5,cable_lateral_raise,Cable Lateral Raise,shoulder_abduction,side_delts,cable,isolation,3,12,20,1,75,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,3,Full Body C,Balanced,6,overhead_triceps_extension,Overhead Triceps Extension,elbow_extension,triceps,cable_or_dumbbell,isolation,2,10,15,1,75,false,
forge_hypertrophy_fullbody_intermediate_3d_v1,3,Full Body C,Balanced,7,hammer_curl,Hammer Curl,elbow_flexion,"biceps,forearms",dumbbell,isolation,2,10,15,1,75,false,
forge_hypertrophy_intermediate_5d_v1,1,Upper Chest + Back,Üst Göğüs,1,incline_barbell_press,Incline Barbell Press,incline_push,"upper_chest,triceps,front_delts","barbell,incline_bench,rack",secondary_compound,4,6,10,2,150,false,
forge_hypertrophy_intermediate_5d_v1,1,Upper Chest + Back,Üst Göğüs,2,chest_supported_row,Chest-Supported Row,horizontal_pull,"upper_back,lats,biceps",machine_or_dumbbell,secondary_compound,4,6,10,2,120,false,
forge_hypertrophy_intermediate_5d_v1,1,Upper Chest + Back,Üst Göğüs,3,incline_dumbbell_press,Incline Dumbbell Press,incline_push,"upper_chest,triceps,front_delts","dumbbell,incline_bench",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_intermediate_5d_v1,1,Upper Chest + Back,Üst Göğüs,4,lat_pulldown,Lat Pulldown,vertical_pull,"lats,biceps",cable,secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_intermediate_5d_v1,1,Upper Chest + Back,Üst Göğüs,5,low_to_high_cable_fly,Low-to-High Cable Fly,chest_adduction,upper_chest,cable,isolation,3,12,18,1,75,false,
forge_hypertrophy_intermediate_5d_v1,1,Upper Chest + Back,Üst Göğüs,6,face_pull,Face Pull,horizontal_abduction,"rear_delts,upper_back",cable,isolation,3,12,20,1,75,false,
forge_hypertrophy_intermediate_5d_v1,2,Lower Quad,Quads,1,back_squat,Back Squat,squat,quads,"barbell,rack",main_lift,3,6,8,2,180,false,
forge_hypertrophy_intermediate_5d_v1,2,Lower Quad,Quads,2,leg_press,Leg Press,squat,quads,machine,secondary_compound,4,8,12,2,120,false,
forge_hypertrophy_intermediate_5d_v1,2,Lower Quad,Quads,3,bulgarian_split_squat,Bulgarian Split Squat,lunge,"quads,glutes","dumbbell,bench",accessory_compound,3,8,12,2,120,false,
forge_hypertrophy_intermediate_5d_v1,2,Lower Quad,Quads,4,leg_extension,Leg Extension,knee_extension,quads,machine,isolation,3,12,18,1,75,false,
forge_hypertrophy_intermediate_5d_v1,2,Lower Quad,Quads,5,standing_calf_raise,Standing Calf Raise,calf_raise,calves,machine,isolation,4,8,15,1,75,false,
forge_hypertrophy_intermediate_5d_v1,3,Shoulders + Arms,Delts/Arms,1,dumbbell_shoulder_press,Dumbbell Shoulder Press,vertical_push,"front_delts,triceps","dumbbell,bench",secondary_compound,3,6,10,2,120,false,
forge_hypertrophy_intermediate_5d_v1,3,Shoulders + Arms,Delts/Arms,2,lateral_raise,Dumbbell Lateral Raise,shoulder_abduction,side_delts,dumbbell,isolation,4,12,20,1,75,false,
forge_hypertrophy_intermediate_5d_v1,3,Shoulders + Arms,Delts/Arms,3,reverse_pec_deck,Reverse Pec Deck,horizontal_abduction,"rear_delts,upper_back",machine,isolation,4,12,20,1,75,false,
forge_hypertrophy_intermediate_5d_v1,3,Shoulders + Arms,Delts/Arms,4,barbell_curl,Barbell Curl,elbow_flexion,biceps,barbell,isolation,3,8,12,1,75,false,
forge_hypertrophy_intermediate_5d_v1,3,Shoulders + Arms,Delts/Arms,5,incline_dumbbell_curl,Incline Dumbbell Curl,elbow_flexion,biceps,"dumbbell,incline_bench",isolation,2,10,15,1,75,false,
forge_hypertrophy_intermediate_5d_v1,3,Shoulders + Arms,Delts/Arms,6,triceps_pushdown,Triceps Pushdown,elbow_extension,triceps,cable,isolation,3,8,12,1,75,false,
forge_hypertrophy_intermediate_5d_v1,3,Shoulders + Arms,Delts/Arms,7,overhead_triceps_extension,Overhead Triceps Extension,elbow_extension,triceps,cable_or_dumbbell,isolation,2,10,15,1,75,false,
forge_hypertrophy_intermediate_5d_v1,4,Back + Chest,Sırt Öncelikli,1,pull_up,Pull-Up,vertical_pull,"lats,biceps",pullup_bar,secondary_compound,4,6,10,2,150,false,
forge_hypertrophy_intermediate_5d_v1,4,Back + Chest,Sırt Öncelikli,2,dumbbell_bench_press,Dumbbell Bench Press,horizontal_push,"chest,triceps","dumbbell,bench",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_intermediate_5d_v1,4,Back + Chest,Sırt Öncelikli,3,seated_cable_row,Seated Cable Row,horizontal_pull,"upper_back,lats,biceps",cable,secondary_compound,4,8,12,2,120,false,
forge_hypertrophy_intermediate_5d_v1,4,Back + Chest,Sırt Öncelikli,4,machine_chest_press,Machine Chest Press,horizontal_push,"chest,triceps",machine,secondary_compound,3,10,15,2,120,false,
forge_hypertrophy_intermediate_5d_v1,4,Back + Chest,Sırt Öncelikli,5,straight_arm_pulldown,Straight-Arm Pulldown,shoulder_extension,lats,cable,isolation,3,12,18,1,75,false,
forge_hypertrophy_intermediate_5d_v1,4,Back + Chest,Sırt Öncelikli,6,cable_fly,Cable Fly,chest_adduction,chest,cable,isolation,2,12,18,1,75,false,
forge_hypertrophy_intermediate_5d_v1,5,Lower Posterior,Hamstring/Glute,1,romanian_deadlift,Romanian Deadlift,hinge,"hamstrings,glutes",barbell,secondary_compound,4,6,10,2,180,false,
forge_hypertrophy_intermediate_5d_v1,5,Lower Posterior,Hamstring/Glute,2,hack_squat,Hack Squat,squat,quads,machine,secondary_compound,3,8,12,2,150,false,
forge_hypertrophy_intermediate_5d_v1,5,Lower Posterior,Hamstring/Glute,3,hip_thrust,Barbell Hip Thrust,hinge,glutes,"barbell,bench",secondary_compound,4,8,12,2,150,false,
forge_hypertrophy_intermediate_5d_v1,5,Lower Posterior,Hamstring/Glute,4,leg_curl,Leg Curl,knee_flexion,hamstrings,machine,isolation,4,10,15,1,90,false,
forge_hypertrophy_intermediate_5d_v1,5,Lower Posterior,Hamstring/Glute,5,seated_calf_raise,Seated Calf Raise,calf_raise,calves,machine,isolation,4,10,18,1,75,false,
forge_hypertrophy_intermediate_5d_v1,5,Lower Posterior,Hamstring/Glute,6,ab_wheel,Ab Wheel Rollout,anti_extension,core,ab_wheel,core,3,6,12,2,75,false,
forge_hypertrophy_ppl_advanced_6d_v1,1,Push A,Göğüs,1,bench_press,Barbell Bench Press,horizontal_push,"chest,triceps,front_delts","barbell,bench,rack",main_lift,3,6,10,2,150,false,
forge_hypertrophy_ppl_advanced_6d_v1,1,Push A,Göğüs,2,incline_dumbbell_press,Incline Dumbbell Press,incline_push,"upper_chest,triceps,front_delts","dumbbell,incline_bench",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_ppl_advanced_6d_v1,1,Push A,Göğüs,3,dumbbell_shoulder_press,Dumbbell Shoulder Press,vertical_push,"front_delts,triceps","dumbbell,bench",secondary_compound,3,8,12,2,120,false,
forge_hypertrophy_ppl_advanced_6d_v1,1,Push A,Göğüs,4,lateral_raise,Dumbbell Lateral Raise,shoulder_abduction,side_delts,dumbbell,isolation,4,12,20,1,75,false,
forge_hypertrophy_ppl_advanced_6d_v1,1,Push A,Göğüs,5,triceps_pushdown,Triceps Pushdown,elbow_extension,triceps,cable,isolation,4,10,15,1,75,false,
forge_hypertrophy_ppl_advanced_6d_v1,2,Pull A,Lats,1,pull_up,Pull-Up,vertical_pull,"lats,biceps",pullup_bar,secondary_compound,3,6,10,2,150,false,
forge_hypertrophy_ppl_advanced_6d_v1,2,Pull A,Lats,2,chest_supported_row,Chest-Supported Row,horizontal_pull,"upper_back,lats,biceps",machine_or_dumbbell,secondary_compound,3,8,12,2,120,false,
